country_code,country_name,year,direction,rank,partner_name,pct_share
116,Cambodia,2015,imports,2,Viet Nam,8.7
116,Cambodia,2015,imports,3,Thailand,14.6
116,Cambodia,2020,exports,1,United States,30.1
116,Cambodia,2020,exports,2,China,6.1
116,Cambodia,2020,exports,3,Viet Nam,2.2
116,Cambodia,2020,imports,1,China,37.1
116,Cambodia,2020,imports,2,Viet Nam,13.9
116,Cambodia,2020,imports,3,Thailand,15.0
116,Cambodia,2024,exports,1,United States,41.5
116,Cambodia,2024,exports,2,China,7.0
116,Cambodia,2024,exports,3,Viet Nam,6.2
116,Cambodia,2024,imports,1,China,44.2
116,Cambodia,2024,imports,2,Viet Nam,14.7
116,Cambodia,2024,imports,3,Thailand,11.9
120,Cameroon,2015,exports,1,Netherlands,16.3
120,Cameroon,2015,exports,2,China,12.5
120,Cameroon,2015,exports,3,United Arab Emirates,0.2
120,Cameroon,2015,imports,1,China,19.4
120,Cameroon,2015,imports,2,France,10.3
120,Cameroon,2015,imports,3,India,3.6
120,Cameroon,2020,exports,1,Netherlands,9.4
120,Cameroon,2020,exports,2,China,21.6
120,Cameroon,2020,exports,3,United Arab Emirates,0.1
120,Cameroon,2020,imports,1,China,17.5
120,Cameroon,2020,imports,2,France,8.7
120,Cameroon,2020,imports,3,India,5.0
120,Cameroon,2024,exports,1,Netherlands,17.7
120,Cameroon,2024,exports,2,China,13.5
120,Cameroon,2024,exports,3,United Arab Emirates,12.6
120,Cameroon,2024,imports,1,China,40.4
120,Cameroon,2024,imports,2,France,6.6
120,Cameroon,2024,imports,3,India,5.9
124,Canada,2015,exports,1,United States,76.7
124,Canada,2015,exports,2,China,3.9
124,Canada,2015,exports,3,United Kingdom,3.1
124,Canada,2015,imports,1,United States,53.2
124,Canada,2015,imports,2,China,12.2
124,Canada,2015,imports,3,Mexico,5.8
124,Canada,2020,exports,1,United States,73.3
124,Canada,2020,exports,2,China,4.9
124,Canada,2020,exports,3,United Kingdom,3.8
124,Canada,2020,imports,1,United States,48.9
124,Canada,2020,imports,2,China,14.1
124,Canada,2020,imports,3,Mexico,5.5
124,Canada,2024,exports,1,United States,76.4
124,Canada,2024,exports,2,China,3.8
124,Canada,2024,exports,3,United Kingdom,3.6
124,Canada,2024,imports,1,United States,49.3
124,Canada,2024,imports,2,China,11.6
124,Canada,2024,imports,3,Mexico,6.2
140,Central African Republic,2015,exports,1,United Arab Emirates,0.1
140,Central African Republic,2015,exports,2,Italy,0.0
140,Central African Republic,2015,exports,3,France,63.6
140,Central African Republic,2015,imports,1,China,6.6
140,Central African Republic,2015,imports,2,Cameroon,6.6
140,Central African Republic,2015,imports,3,France,21.1
140,Central African Republic,2020,exports,1,United Arab Emirates,24.6
140,Central African Republic,2020,exports,2,Italy,0.2
140,Central African Republic,2020,exports,3,France,10.4
140,Central African Republic,2020,imports,1,China,17.1
140,Central African Republic,2020,imports,2,Cameroon,26.2
140,Central African Republic,2020,imports,3,France,14.0
140,Central African Republic,2024,exports,1,United Arab Emirates,69.4
140,Central African Republic,2024,exports,2,Italy,7.1
140,Central African Republic,2024,exports,3,France,5.7
140,Central African Republic,2024,imports,1,China,17.0
140,Central African Republic,2024,imports,2,Cameroon,15.5
140,Central African Republic,2024,imports,3,France,11.2
148,Chad,2015,exports,1,United Arab Emirates,3.0
148,Chad,2015,exports,2,Germany,0.1
148,Chad,2015,exports,3,China,3.8
148,Chad,2015,imports,1,China,13.6
148,Chad,2015,imports,2,United Arab Emirates,10.5
148,Chad,2015,imports,3,Türkiye,1.9
148,Chad,2020,exports,1,United Arab Emirates,12.7
148,Chad,2020,exports,2,Germany,15.8
148,Chad,2020,exports,3,China,24.8
148,Chad,2020,imports,1,China,25.8
148,Chad,2020,imports,2,United Arab Emirates,16.1
148,Chad,2020,imports,3,Türkiye,3.6
148,Chad,2024,exports,1,United Arab Emirates,26.6
148,Chad,2024,exports,2,Germany,22.1
148,Chad,2024,exports,3,China,16.2
148,Chad,2024,imports,1,China,25.2
148,Chad,2024,imports,2,United Arab Emirates,21.2
148,Chad,2024,imports,3,Türkiye,7.7
152,Chile,2015,exports,1,China,26.1
152,Chile,2015,exports,2,United States,13.2
152,Chile,2015,exports,3,Japan,8.5
152,Chile,2015,imports,1,China,23.6
152,Chile,2015,imports,2,United States,19.1
152,Chile,2015,imports,3,Brazil,7.8
152,Chile,2020,exports,1,China,38.7
152,Chile,2020,exports,2,United States,13.2
152,Chile,2020,exports,3,Japan,8.9
152,Chile,2020,imports,1,China,27.8
152,Chile,2020,imports,2,United States,17.8
152,Chile,2020,imports,3,Brazil,7.4
152,Chile,2024,exports,1,China,38.2
152,Chile,2024,exports,2,United States,15.4
152,Chile,2024,exports,3,Japan,8.6
152,Chile,2024,imports,1,China,24.9
152,Chile,2024,imports,2,United States,18.9
152,Chile,2024,imports,3,Brazil,8.8
156,China,2015,exports,1,United States,18.0
156,China,2015,exports,2,"China, Hong Kong SAR",14.5
156,China,2015,exports,3,Viet Nam,2.9
156,China,2015,imports,1,"Other Asia, nes",8.5
156,China,2015,imports,2,Republic of Korea,10.4
156,China,2015,imports,3,United States,8.9
156,China,2020,exports,1,United States,17.5
156,China,2020,exports,2,"China, Hong Kong SAR",10.5
156,China,2020,exports,3,Viet Nam,4.4
156,China,2020,imports,1,"Other Asia, nes",9.7
156,China,2020,imports,2,Republic of Korea,8.4
156,China,2020,imports,3,United States,6.6
156,China,2024,exports,1,United States,14.7
156,China,2024,exports,2,"China, Hong Kong SAR",8.1
156,China,2024,exports,3,Viet Nam,4.5
156,China,2024,imports,1,"Other Asia, nes",8.4
156,China,2024,imports,2,Republic of Korea,7.0
156,China,2024,imports,3,United States,6.4
344,"China, Hong Kong SAR",2015,exports,1,China,56.3
344,"China, Hong Kong SAR",2015,exports,2,United States,8.7
344,"China, Hong Kong SAR",2015,exports,3,Viet Nam,1.9
344,"China, Hong Kong SAR",2015,imports,1,China,46.7
344,"China, Hong Kong SAR",2015,imports,2,"Other Asia, nes",6.5
344,"China, Hong Kong SAR",2015,imports,3,Singapore,6.2
344,"China, Hong Kong SAR",2020,exports,1,China,55.2
344,"China, Hong Kong SAR",2020,exports,2,United States,7.2
344,"China, Hong Kong SAR",2020,exports,3,Viet Nam,2.0
344,"China, Hong Kong SAR",2020,imports,1,China,43.8
344,"China, Hong Kong SAR",2020,imports,2,"Other Asia, nes",9.4
344,"China, Hong Kong SAR",2020,imports,3,Singapore,7.2
344,"China, Hong Kong SAR",2024,exports,1,China,59.1
344,"China, Hong Kong SAR",2024,exports,2,United States,6.3
344,"China, Hong Kong SAR",2024,exports,3,Viet Nam,3.1
344,"China, Hong Kong SAR",2024,imports,1,China,40.9
344,"China, Hong Kong SAR",2024,imports,2,"Other Asia, nes",10.3
344,"China, Hong Kong SAR",2024,imports,3,Singapore,7.4
446,"China, Macao SAR",2015,exports,1,"China, Hong Kong SAR",42.2
446,"China, Macao SAR",2015,exports,2,China,11.5
446,"China, Macao SAR",2015,exports,3,United States,0.2
446,"China, Macao SAR",2015,imports,1,China,13.6
446,"China, Macao SAR",2015,imports,2,France,0.3
446,"China, Macao SAR",2015,imports,3,Italy,0.3
446,"China, Macao SAR",2020,exports,1,"China, Hong Kong SAR",78.8
446,"China, Macao SAR",2020,exports,2,China,12.1
446,"China, Macao SAR",2020,exports,3,United States,4.9
446,"China, Macao SAR",2020,imports,1,China,29.9
446,"China, Macao SAR",2020,imports,2,France,16.5
446,"China, Macao SAR",2020,imports,3,Italy,9.1
446,"China, Macao SAR",2024,exports,1,"China, Hong Kong SAR",90.2
446,"China, Macao SAR",2024,exports,2,China,4.2
446,"China, Macao SAR",2024,exports,3,United States,1.2
446,"China, Macao SAR",2024,imports,1,China,30.1
446,"China, Macao SAR",2024,imports,2,France,13.2
446,"China, Macao SAR",2024,imports,3,Italy,12.0
170,Colombia,2015,exports,1,United States,28.2
170,Colombia,2015,exports,2,Panama,6.7
170,Colombia,2015,exports,3,China,6.3
170,Colombia,2015,imports,1,United States,28.9
170,Colombia,2015,imports,2,China,18.6
170,Colombia,2015,imports,3,Brazil,3.9
170,Colombia,2020,exports,1,United States,30.5
170,Colombia,2020,exports,2,Panama,4.6
170,Colombia,2020,exports,3,China,8.9
170,Colombia,2020,imports,1,United States,24.5
170,Colombia,2020,imports,2,China,23.9
170,Colombia,2020,imports,3,Brazil,5.6
170,Colombia,2024,exports,1,United States,28.4
170,Colombia,2024,exports,2,Panama,9.4
170,Colombia,2024,exports,3,China,5.0
170,Colombia,2024,imports,1,United States,25.8
170,Colombia,2024,imports,2,China,21.6
170,Colombia,2024,imports,3,Brazil,6.4
174,Comoros,2015,exports,2,India,15.9
174,Comoros,2015,exports,3,United Arab Emirates,1.8
174,Comoros,2015,imports,1,United Arab Emirates,19.2
174,Comoros,2015,imports,2,China,6.3
174,Comoros,2015,imports,3,United Rep. Tanzania,1.0
174,Comoros,2020,exports,2,India,24.0
174,Comoros,2020,exports,3,United Arab Emirates,3.4
174,Comoros,2020,imports,1,United Arab Emirates,21.7
174,Comoros,2020,imports,2,China,7.3
174,Comoros,2020,imports,3,United Rep. Tanzania,1.2
174,Comoros,2024,exports,1,Indonesia,28.6
174,Comoros,2024,exports,2,India,17.7
174,Comoros,2024,exports,3,United Arab Emirates,13.7
174,Comoros,2024,imports,1,United Arab Emirates,20.3
174,Comoros,2024,imports,2,China,20.1
174,Comoros,2024,imports,3,United Rep. Tanzania,12.1
178,Congo,2015,exports,1,China,16.0
178,Congo,2015,exports,2,Togo,10.9
178,Congo,2015,exports,3,India,1.4
178,Congo,2015,imports,1,China,10.0
178,Congo,2015,imports,2,Angola,4.1
178,Congo,2015,imports,3,France,6.3
178,Congo,2020,exports,1,China,63.8
178,Congo,2020,exports,2,Togo,1.9
178,Congo,2020,exports,3,India,2.3
178,Congo,2020,imports,1,China,18.7
178,Congo,2020,imports,2,Angola,1.6
178,Congo,2020,imports,3,France,14.5
178,Congo,2024,exports,1,China,42.1
178,Congo,2024,exports,2,Togo,12.2
178,Congo,2024,exports,3,India,10.4
178,Congo,2024,imports,1,China,21.6
178,Congo,2024,imports,2,Angola,11.2
178,Congo,2024,imports,3,France,9.6
188,Costa Rica,2015,exports,1,United States,40.8
188,Costa Rica,2015,exports,2,Netherlands,4.6
188,Costa Rica,2015,exports,3,Guatemala,5.5
188,Costa Rica,2015,imports,1,United States,39.8
188,Costa Rica,2015,imports,2,China,12.6
188,Costa Rica,2015,imports,3,Mexico,7.4
188,Costa Rica,2020,exports,1,United States,43.5
188,Costa Rica,2020,exports,2,Netherlands,7.7
188,Costa Rica,2020,exports,3,Guatemala,5.1
188,Costa Rica,2020,imports,1,United States,37.4
188,Costa Rica,2020,imports,2,China,14.5
188,Costa Rica,2020,imports,3,Mexico,6.8
188,Costa Rica,2024,exports,1,United States,46.1
188,Costa Rica,2024,exports,2,Netherlands,8.4
188,Costa Rica,2024,exports,3,Guatemala,4.9
188,Costa Rica,2024,imports,1,United States,38.2
188,Costa Rica,2024,imports,2,China,15.1
188,Costa Rica,2024,imports,3,Mexico,6.4
191,Croatia,2015,exports,1,Germany,11.3
191,Croatia,2015,exports,2,Italy,13.4
191,Croatia,2015,exports,3,Bosnia Herzegovina,9.7
191,Croatia,2015,imports,1,Germany,15.5
191,Croatia,2015,imports,2,Italy,13.2
191,Croatia,2015,imports,3,Slovenia,10.7
191,Croatia,2020,exports,1,Germany,12.8
191,Croatia,2020,exports,2,Italy,12.5
191,Croatia,2020,exports,3,Bosnia Herzegovina,8.6
191,Croatia,2020,imports,1,Germany,15.3
191,Croatia,2020,imports,2,Italy,12.3
191,Croatia,2020,imports,3,Slovenia,11.3
191,Croatia,2024,exports,1,Germany,11.9
191,Croatia,2024,exports,2,Italy,11.4
191,Croatia,2024,exports,3,Bosnia Herzegovina,11.2
191,Croatia,2024,imports,1,Germany,14.3
191,Croatia,2024,imports,2,Italy,13.4
191,Croatia,2024,imports,3,Slovenia,11.8
192,Cuba,2015,exports,1,Areas nes,0.7
192,Cuba,2015,exports,2,Spain,8.5
192,Cuba,2015,exports,3,China,11.9
192,Cuba,2015,imports,1,Areas nes,1.0
192,Cuba,2015,imports,2,China,22.7
192,Cuba,2015,imports,3,Spain,11.0
192,Cuba,2020,exports,2,Spain,8.4
192,Cuba,2020,exports,3,China,21.8
192,Cuba,2020,imports,1,Areas nes,0.4
192,Cuba,2020,imports,2,China,13.3
192,Cuba,2020,imports,3,Spain,11.7
192,Cuba,2024,exports,1,Areas nes,59.2
192,Cuba,2024,exports,2,Spain,16.0
192,Cuba,2024,exports,3,China,8.1
192,Cuba,2024,imports,1,Areas nes,35.9
192,Cuba,2024,imports,2,China,11.5
192,Cuba,2024,imports,3,Spain,10.1
196,Cyprus,2015,exports,1,Libya,0.1
196,Cyprus,2015,exports,2,Bunkers,3.5
196,Cyprus,2015,exports,3,Greece,6.6
196,Cyprus,2015,imports,1,Greece,20.3
196,Cyprus,2015,imports,2,China,5.3
196,Cyprus,2015,imports,3,Italy,6.6
196,Cyprus,2020,exports,1,Libya,5.9
196,Cyprus,2020,exports,2,Bunkers,4.3
196,Cyprus,2020,exports,3,Greece,8.3
196,Cyprus,2020,imports,1,Greece,21.6
196,Cyprus,2020,imports,2,China,5.9
196,Cyprus,2020,imports,3,Italy,8.2
196,Cyprus,2024,exports,1,Libya,18.9
196,Cyprus,2024,exports,2,Bunkers,9.3
196,Cyprus,2024,exports,3,Greece,7.8
196,Cyprus,2024,imports,1,Greece,23.6
196,Cyprus,2024,imports,2,China,7.8
196,Cyprus,2024,imports,3,Italy,7.6
203,Czechia,2015,exports,1,Germany,32.2
203,Czechia,2015,exports,2,Slovakia,9.0
203,Czechia,2015,exports,3,Poland,5.9
203,Czechia,2015,imports,1,Germany,26.0
203,Czechia,2015,imports,2,China,13.5
203,Czechia,2015,imports,3,Poland,7.9
203,Czechia,2020,exports,1,Germany,32.7
203,Czechia,2020,exports,2,Slovakia,7.6
203,Czechia,2020,exports,3,Poland,6.2
203,Czechia,2020,imports,1,Germany,23.3
203,Czechia,2020,imports,2,China,18.1
203,Czechia,2020,imports,3,Poland,7.9
203,Czechia,2024,exports,1,Germany,32.2
203,Czechia,2024,exports,2,Slovakia,7.5
203,Czechia,2024,exports,3,Poland,7.4
203,Czechia,2024,imports,1,Germany,20.3
203,Czechia,2024,imports,2,China,17.1
203,Czechia,2024,imports,3,Poland,8.3
384,Côte dIvoire,2015,exports,1,Netherlands,11.4
384,Côte dIvoire,2015,exports,2,Switzerland,3.6
384,Côte dIvoire,2015,exports,3,Mali,3.1
384,Côte dIvoire,2015,imports,1,China,11.6
384,Côte dIvoire,2015,imports,2,Nigeria,13.9
384,Côte dIvoire,2015,imports,3,France,12.5
384,Côte dIvoire,2020,exports,1,Netherlands,10.0
384,Côte dIvoire,2020,exports,2,Switzerland,6.5
384,Côte dIvoire,2020,exports,3,Mali,5.3
384,Côte dIvoire,2020,imports,1,China,15.0
384,Côte dIvoire,2020,imports,2,Nigeria,13.1
384,Côte dIvoire,2020,imports,3,France,10.8
384,Côte dIvoire,2024,exports,1,Netherlands,11.5
384,Côte dIvoire,2024,exports,2,Switzerland,10.6
384,Côte dIvoire,2024,exports,3,Mali,8.7
384,Côte dIvoire,2024,imports,1,China,14.8
384,Côte dIvoire,2024,imports,2,Nigeria,14.0
384,Côte dIvoire,2024,imports,3,France,5.6
408,Dem. People's Rep. Korea,2015,exports,1,China,82.1
408,Dem. People's Rep. Korea,2015,exports,2,Senegal,0.0
408,Dem. People's Rep. Korea,2015,exports,3,Poland,0.2
408,Dem. People's Rep. Korea,2015,imports,1,China,78.0
408,Dem. People's Rep. Korea,2015,imports,2,Trinidad and Tobago,0.8
408,Dem. People's Rep. Korea,2015,imports,3,Peru,0.6
408,Dem. People's Rep. Korea,2020,exports,1,China,20.6
408,Dem. People's Rep. Korea,2020,exports,2,Senegal,0.3
408,Dem. People's Rep. Korea,2020,exports,3,Poland,9.0
408,Dem. People's Rep. Korea,2020,imports,1,China,52.0
408,Dem. People's Rep. Korea,2020,imports,2,Trinidad and Tobago,0.0
408,Dem. People's Rep. Korea,2020,imports,3,Peru,0.1
408,Dem. People's Rep. Korea,2024,exports,1,China,77.7
408,Dem. People's Rep. Korea,2024,exports,2,Senegal,2.3
408,Dem. People's Rep. Korea,2024,exports,3,Poland,2.2
408,Dem. People's Rep. Korea,2024,imports,1,China,92.7
408,Dem. People's Rep. Korea,2024,imports,2,Trinidad and Tobago,4.7
408,Dem. People's Rep. Korea,2024,imports,3,Peru,0.9
180,Dem. Rep. of the Congo,2015,exports,1,China,11.1
180,Dem. Rep. of the Congo,2015,exports,2,South Africa,43.4
180,Dem. Rep. of the Congo,2015,exports,3,"China, Hong Kong SAR",0.0
180,Dem. Rep. of the Congo,2015,imports,1,China,15.5
180,Dem. Rep. of the Congo,2015,imports,2,United Arab Emirates,3.0
180,Dem. Rep. of the Congo,2015,imports,3,South Africa,21.2
180,Dem. Rep. of the Congo,2020,exports,1,China,41.0
180,Dem. Rep. of the Congo,2020,exports,2,South Africa,7.7
180,Dem. Rep. of the Congo,2020,exports,3,"China, Hong Kong SAR",1.1
180,Dem. Rep. of the Congo,2020,imports,1,China,25.6
180,Dem. Rep. of the Congo,2020,imports,2,United Arab Emirates,3.2
180,Dem. Rep. of the Congo,2020,imports,3,South Africa,9.4
180,Dem. Rep. of the Congo,2024,exports,1,China,57.6
180,Dem. Rep. of the Congo,2024,exports,2,South Africa,8.6
180,Dem. Rep. of the Congo,2024,exports,3,"China, Hong Kong SAR",8.4
180,Dem. Rep. of the Congo,2024,imports,1,China,26.5
180,Dem. Rep. of the Congo,2024,imports,2,United Arab Emirates,11.8
180,Dem. Rep. of the Congo,2024,imports,3,South Africa,8.2
208,Denmark,2015,exports,1,Undisclosed,2.0
208,Denmark,2015,exports,2,Germany,19.6
208,Denmark,2015,exports,3,Sweden,14.4
208,Denmark,2015,imports,1,Germany,20.5
208,Denmark,2015,imports,2,Sweden,12.3
208,Denmark,2015,imports,3,Netherlands,8.0
208,Denmark,2020,exports,1,Undisclosed,4.0
208,Denmark,2020,exports,2,Germany,13.6
208,Denmark,2020,exports,3,Sweden,9.8
208,Denmark,2020,imports,1,Germany,21.8
208,Denmark,2020,imports,2,Sweden,12.6
208,Denmark,2020,imports,3,Netherlands,8.5
208,Denmark,2024,exports,1,Undisclosed,17.9
208,Denmark,2024,exports,2,Germany,13.4
208,Denmark,2024,exports,3,Sweden,7.8
208,Denmark,2024,imports,1,Germany,19.3
208,Denmark,2024,imports,2,Sweden,11.5
208,Denmark,2024,imports,3,Netherlands,9.0
262,Djibouti,2015,exports,1,Ethiopia,0.2
262,Djibouti,2015,exports,2,United Arab Emirates,19.1
262,Djibouti,2015,exports,3,China,0.7
262,Djibouti,2015,imports,1,China,47.1
262,Djibouti,2015,imports,2,India,4.9
262,Djibouti,2015,imports,3,United Arab Emirates,7.6
262,Djibouti,2020,exports,1,Ethiopia,83.4
262,Djibouti,2020,exports,2,United Arab Emirates,4.1
262,Djibouti,2020,exports,3,China,1.8
262,Djibouti,2020,imports,1,China,15.9
262,Djibouti,2020,imports,2,India,15.5
262,Djibouti,2020,imports,3,United Arab Emirates,11.5
262,Djibouti,2024,exports,1,Ethiopia,83.5
262,Djibouti,2024,exports,2,United Arab Emirates,4.6
262,Djibouti,2024,exports,3,China,2.4
262,Djibouti,2024,imports,1,China,17.7
262,Djibouti,2024,imports,2,India,14.5
262,Djibouti,2024,imports,3,United Arab Emirates,11.4
212,Dominica,2015,exports,2,Antigua and Barbuda,20.4
212,Dominica,2015,exports,3,France,16.0
212,Dominica,2015,imports,1,United States,38.1
212,Dominica,2015,imports,2,Trinidad and Tobago,16.7
212,Dominica,2015,imports,3,China,3.5
212,Dominica,2020,exports,2,Antigua and Barbuda,15.5
212,Dominica,2020,exports,3,France,8.1
212,Dominica,2020,imports,1,United States,39.2
212,Dominica,2020,imports,2,Trinidad and Tobago,12.8
212,Dominica,2020,imports,3,China,5.7
212,Dominica,2024,exports,1,Iceland,21.4
212,Dominica,2024,exports,2,Antigua and Barbuda,17.9
212,Dominica,2024,exports,3,France,9.4
212,Dominica,2024,imports,1,United States,36.1
212,Dominica,2024,imports,2,Trinidad and Tobago,10.7
212,Dominica,2024,imports,3,China,4.7
214,Dominican Republic,2015,exports,1,United States,49.5
214,Dominican Republic,2015,exports,2,Haiti,14.4
214,Dominican Republic,2015,exports,3,Switzerland,0.8
214,Dominican Republic,2015,imports,1,United States,41.6
214,Dominican Republic,2015,imports,2,China,13.7
214,Dominican Republic,2015,imports,3,Spain,3.1
214,Dominican Republic,2020,exports,1,United States,53.8
214,Dominican Republic,2020,exports,2,Haiti,7.6
214,Dominican Republic,2020,exports,3,Switzerland,11.8
214,Dominican Republic,2020,imports,1,United States,40.9
214,Dominican Republic,2020,imports,2,China,17.6
214,Dominican Republic,2020,imports,3,Spain,3.3
214,Dominican Republic,2024,exports,1,United States,59.0
214,Dominican Republic,2024,exports,2,Haiti,6.9
214,Dominican Republic,2024,exports,3,Switzerland,5.8
214,Dominican Republic,2024,imports,1,United States,39.4
214,Dominican Republic,2024,imports,2,China,18.3
214,Dominican Republic,2024,imports,3,Spain,4.1
218,Ecuador,2015,exports,1,United States,39.4
218,Ecuador,2015,exports,2,Panama,2.4
218,Ecuador,2015,exports,3,China,3.9
218,Ecuador,2015,imports,1,United States,23.8
218,Ecuador,2015,imports,2,China,19.0
218,Ecuador,2015,imports,3,Colombia,7.6
218,Ecuador,2020,exports,1,United States,23.5
218,Ecuador,2020,exports,2,Panama,11.9
218,Ecuador,2020,exports,3,China,16.3
218,Ecuador,2020,imports,1,United States,22.5
218,Ecuador,2020,imports,2,China,22.0
218,Ecuador,2020,imports,3,Colombia,8.4
218,Ecuador,2024,exports,1,United States,20.2
218,Ecuador,2024,exports,2,Panama,18.4
218,Ecuador,2024,exports,3,China,14.7
218,Ecuador,2024,imports,1,United States,27.6
218,Ecuador,2024,imports,2,China,22.4
218,Ecuador,2024,imports,3,Colombia,7.3
818,Egypt,2015,exports,1,Italy,7.4
818,Egypt,2015,exports,2,Saudi Arabia,9.2
818,Egypt,2015,exports,3,Türkiye,5.8
818,Egypt,2015,imports,1,China,13.1
818,Egypt,2015,imports,2,Saudi Arabia,4.0
818,Egypt,2015,imports,3,United States,5.9
818,Egypt,2020,exports,1,Italy,5.0
818,Egypt,2020,exports,2,Saudi Arabia,6.4
818,Egypt,2020,exports,3,Türkiye,5.8
818,Egypt,2020,imports,1,China,16.6
818,Egypt,2020,imports,2,Saudi Arabia,5.4
818,Egypt,2020,imports,3,United States,6.8
818,Egypt,2024,exports,1,Italy,7.5
818,Egypt,2024,exports,2,Saudi Arabia,7.5
818,Egypt,2024,exports,3,Türkiye,7.4
818,Egypt,2024,imports,1,China,16.4
818,Egypt,2024,imports,2,Saudi Arabia,8.4
818,Egypt,2024,imports,3,United States,8.0
222,El Salvador,2015,exports,1,United States,46.9
222,El Salvador,2015,exports,2,Guatemala,13.6
222,El Salvador,2015,exports,3,Honduras,14.0
222,El Salvador,2015,imports,1,United States,33.8
222,El Salvador,2015,imports,2,China,13.6
222,El Salvador,2015,imports,3,Guatemala,9.9
222,El Salvador,2020,exports,1,United States,41.1
222,El Salvador,2020,exports,2,Guatemala,16.4
222,El Salvador,2020,exports,3,Honduras,15.6
222,El Salvador,2020,imports,1,United States,26.6
222,El Salvador,2020,imports,2,China,14.6
222,El Salvador,2020,imports,3,Guatemala,11.2
222,El Salvador,2024,exports,1,United States,33.6
222,El Salvador,2024,exports,2,Guatemala,20.2
222,El Salvador,2024,exports,3,Honduras,16.2
222,El Salvador,2024,imports,1,United States,27.7
222,El Salvador,2024,imports,2,China,17.1
222,El Salvador,2024,imports,3,Guatemala,9.7
226,Equatorial Guinea,2015,exports,1,China,17.0
226,Equatorial Guinea,2015,exports,2,Spain,9.2
226,Equatorial Guinea,2015,exports,3,India,6.1
226,Equatorial Guinea,2015,imports,1,China,8.9
226,Equatorial Guinea,2015,imports,2,Spain,9.9
226,Equatorial Guinea,2015,imports,3,United States,5.5
226,Equatorial Guinea,2020,exports,1,China,37.6
226,Equatorial Guinea,2020,exports,2,Spain,13.1
226,Equatorial Guinea,2020,exports,3,India,11.4
226,Equatorial Guinea,2020,imports,1,China,9.5
226,Equatorial Guinea,2020,imports,2,Spain,14.7
226,Equatorial Guinea,2020,imports,3,United States,7.5
226,Equatorial Guinea,2024,exports,1,China,21.7
226,Equatorial Guinea,2024,exports,2,Spain,15.2
226,Equatorial Guinea,2024,exports,3,India,12.8
226,Equatorial Guinea,2024,imports,1,China,16.5
226,Equatorial Guinea,2024,imports,2,Spain,15.4
226,Equatorial Guinea,2024,imports,3,United States,9.3
232,Eritrea,2015,exports,1,China,39.2
232,Eritrea,2015,exports,2,United Arab Emirates,4.6
232,Eritrea,2015,exports,3,Republic of Korea,3.0
232,Eritrea,2015,imports,1,China,33.1
232,Eritrea,2015,imports,2,United Arab Emirates,13.1
232,Eritrea,2015,imports,3,Gabon,3.4
232,Eritrea,2020,exports,1,China,47.7
232,Eritrea,2020,exports,2,United Arab Emirates,41.1
232,Eritrea,2020,exports,3,Republic of Korea,7.9
232,Eritrea,2020,imports,1,China,22.2
232,Eritrea,2020,imports,2,United Arab Emirates,24.4
232,Eritrea,2020,imports,3,Gabon,3.1
232,Eritrea,2024,exports,1,China,62.1
232,Eritrea,2024,exports,2,United Arab Emirates,21.0
232,Eritrea,2024,exports,3,Republic of Korea,13.5
232,Eritrea,2024,imports,1,China,34.0
232,Eritrea,2024,imports,2,United Arab Emirates,26.2
232,Eritrea,2024,imports,3,Gabon,8.5
233,Estonia,2015,exports,1,Finland,14.5
233,Estonia,2015,exports,2,Latvia,9.5
233,Estonia,2015,exports,3,Sweden,17.3
233,Estonia,2015,imports,1,Germany,9.7
233,Estonia,2015,imports,2,China,8.0
233,Estonia,2015,imports,3,Finland,9.9
233,Estonia,2020,exports,1,Finland,15.0
233,Estonia,2020,exports,2,Latvia,8.7
233,Estonia,2020,exports,3,Sweden,10.0
233,Estonia,2020,imports,1,Germany,9.7
233,Estonia,2020,imports,2,China,9.3
233,Estonia,2020,imports,3,Finland,9.0
233,Estonia,2024,exports,1,Finland,15.2
233,Estonia,2024,exports,2,Latvia,10.7
233,Estonia,2024,exports,3,Sweden,8.5
233,Estonia,2024,imports,1,Germany,11.3
233,Estonia,2024,imports,2,China,10.2
233,Estonia,2024,imports,3,Finland,8.3
748,Eswatini,2015,exports,1,South Africa,62.7
748,Eswatini,2015,exports,2,Kenya,3.9
748,Eswatini,2015,exports,3,Mozambique,3.9
748,Eswatini,2015,imports,1,South Africa,79.2
748,Eswatini,2015,imports,2,China,4.1
748,Eswatini,2015,imports,3,India,4.1
748,Eswatini,2020,exports,1,South Africa,65.0
748,Eswatini,2020,exports,2,Kenya,7.2
748,Eswatini,2020,exports,3,Mozambique,4.0
748,Eswatini,2020,imports,1,South Africa,71.4
748,Eswatini,2020,imports,2,China,7.3
748,Eswatini,2020,imports,3,India,3.4
748,Eswatini,2024,exports,1,South Africa,67.5
748,Eswatini,2024,exports,2,Kenya,4.3
748,Eswatini,2024,exports,3,Mozambique,3.9
748,Eswatini,2024,imports,1,South Africa,73.8
748,Eswatini,2024,imports,2,China,7.6
748,Eswatini,2024,imports,3,India,3.5
238,Falkland Islands (Malvinas),2015,exports,1,Spain,70.8
238,Falkland Islands (Malvinas),2015,exports,2,Morocco,0.1
238,Falkland Islands (Malvinas),2015,exports,3,United States,7.1
238,Falkland Islands (Malvinas),2015,imports,1,United Kingdom,78.4
238,Falkland Islands (Malvinas),2015,imports,2,Spain,1.2
238,Falkland Islands (Malvinas),2015,imports,3,Greece,9.7
